template,asset,regime,regime_label,regime_start,regime_end,candle_count,return_percent,max_drawdown_percent,trade_count,first_iso,last_iso,insufficient_data
kd_momentum,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-5.7458,6.5553,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
kd_momentum,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,1.191,2.4431,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
kd_momentum,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,-0.7662,1.9912,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
kd_momentum,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.703,0.9555,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
kd_momentum,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.006,7.1928,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
kd_momentum,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-6.0401,7.402,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
kd_momentum,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,-0.522,2.3903,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
kd_momentum,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,4.3811,1.9716,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
kd_momentum,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,1.5862,0.7188,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
kd_momentum,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.156,1.6285,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
kd_momentum,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-0.0531,2.4341,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
kd_momentum,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.2475,0.9998,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
kd_momentum,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,1.4428,2.9367,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
kd_momentum,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.5842,0.7064,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma200_trend_entry,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,10.282,4.3879,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma200_trend_entry,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-17.2745,18.0393,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma200_trend_entry,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,4.317,2.5656,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma200_trend_entry,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,6.8002,4.7834,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma200_trend_entry,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,6.4625,1.4183,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma200_trend_entry,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,3.105,8.394,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma200_trend_entry,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-13.0852,14.5669,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma200_trend_entry,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,2.0364,2.4178,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma200_trend_entry,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,2.9312,4.3982,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma200_trend_entry,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,2.6346,1.0359,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma200_trend_entry,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-2.36,11.365,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma200_trend_entry,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-9.3084,10.5838,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma200_trend_entry,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,2.0056,4.0223,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma200_trend_entry,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,-1.2742,3.294,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma200_trend_entry,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,1.175,1.5821,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma200_trend_entry,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,11.601,8.0389,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma200_trend_entry,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-14.4071,17.5402,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma200_trend_entry,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,-1.3674,6.0913,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma200_trend_entry,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,11.265,4.6994,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma200_trend_entry,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,4.1883,1.8733,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma200_trend_entry,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.388,2.4111,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma200_trend_entry,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-0.0803,3.5985,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma200_trend_entry,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.3687,1.48,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma200_trend_entry,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,2.1364,4.2599,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma200_trend_entry,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.8663,1.0437,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma_pullback,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,9.631,3.7495,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma_pullback,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-14.8677,15.5379,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma_pullback,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,3.6115,2.1657,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma_pullback,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,5.7803,4.1289,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma_pullback,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,5.4388,1.2062,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma_pullback,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,3.137,8.1839,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma_pullback,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-10.9359,12.1832,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma_pullback,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,1.6609,1.9872,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma_pullback,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,2.4102,3.661,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma_pullback,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,2.1568,0.8523,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma_pullback,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.84,9.9338,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma_pullback,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-8.0912,9.2102,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma_pullback,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,1.7208,3.4769,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma_pullback,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,-1.0977,2.8429,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma_pullback,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,1.0094,1.3651,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma_pullback,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.448,8.0516,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma_pullback,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-7.0057,8.5792,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma_pullback,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,-0.6121,2.7935,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma_pullback,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,5.1238,2.2872,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma_pullback,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,1.8617,0.8434,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
ma_pullback,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.439,1.4229,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
ma_pullback,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-0.0633,2.8601,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
ma_pullback,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.2915,1.176,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
ma_pullback,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,1.6961,3.4259,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
ma_pullback,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.6872,0.8292,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
risk_guard,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
risk_guard,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
risk_guard,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
risk_guard,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
risk_guard,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
risk_guard,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
risk_guard,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
risk_guard,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
risk_guard,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
risk_guard,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
risk_guard,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
risk_guard,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
risk_guard,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
risk_guard,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
risk_guard,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
risk_guard,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
risk_guard,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
risk_guard,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
risk_guard,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
risk_guard,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
risk_guard,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
risk_guard,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
risk_guard,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
risk_guard,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
risk_guard,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
rsi_scale,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.162,4.116,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
rsi_scale,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-4.6674,4.8933,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
rsi_scale,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,1.0128,0.6306,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
rsi_scale,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,1.7227,1.3131,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
rsi_scale,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,1.5605,0.3611,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
rsi_scale,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.11,5.4974,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
rsi_scale,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-4.8235,5.3857,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
rsi_scale,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.6855,0.8359,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
rsi_scale,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,1.0168,1.5958,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
rsi_scale,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.8989,0.3602,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
rsi_scale,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.65,4.0591,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
rsi_scale,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-3.0928,3.5383,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
rsi_scale,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.6235,1.2987,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
rsi_scale,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,-0.4055,1.0567,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
rsi_scale,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.3708,0.5065,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
rsi_scale,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-2.442,7.2401,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
rsi_scale,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-3.1247,3.8372,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
rsi_scale,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,-0.2625,1.21,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
rsi_scale,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,2.2103,1.0201,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
rsi_scale,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.7937,0.3614,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
rsi_scale,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.18,0.8274,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
rsi_scale,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-0.027,1.2388,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
rsi_scale,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.1248,0.5091,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
rsi_scale,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.7337,1.5244,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
