template,asset,regime,regime_label,regime_start,regime_end,candle_count,return_percent,max_drawdown_percent,trade_count,first_iso,last_iso,insufficient_data
rsi_scale,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.2968,0.3588,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
staged_profit_taking,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
staged_profit_taking,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
staged_profit_taking,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
staged_profit_taking,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
staged_profit_taking,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
staged_profit_taking,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
staged_profit_taking,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
staged_profit_taking,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
staged_profit_taking,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
staged_profit_taking,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
staged_profit_taking,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
staged_profit_taking,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
staged_profit_taking,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
staged_profit_taking,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
staged_profit_taking,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
staged_profit_taking,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
staged_profit_taking,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
staged_profit_taking,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
staged_profit_taking,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
staged_profit_taking,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
staged_profit_taking,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
staged_profit_taking,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
staged_profit_taking,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
staged_profit_taking,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
staged_profit_taking,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
stop_loss,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
stop_loss,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
stop_loss,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
stop_loss,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
stop_loss,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
stop_loss,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
stop_loss,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
stop_loss,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
stop_loss,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
stop_loss,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
stop_loss,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
stop_loss,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
stop_loss,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
stop_loss,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
stop_loss,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
stop_loss,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
stop_loss,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
stop_loss,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
stop_loss,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
stop_loss,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
stop_loss,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.0,0.0,0,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
stop_loss,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
stop_loss,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
stop_loss,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
stop_loss,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
swing_bb_ma50,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.031,1.7977,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
swing_bb_ma50,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
swing_bb_ma50,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
swing_bb_ma50,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
swing_bb_ma50,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
swing_bb_ma50,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.049,2.2443,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
swing_bb_ma50,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
swing_bb_ma50,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
swing_bb_ma50,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
swing_bb_ma50,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
swing_bb_ma50,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-1.481,1.481,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
swing_bb_ma50,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
swing_bb_ma50,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
swing_bb_ma50,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
swing_bb_ma50,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
swing_bb_ma50,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-1.664,1.6994,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
swing_bb_ma50,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
swing_bb_ma50,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
swing_bb_ma50,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
swing_bb_ma50,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
swing_bb_ma50,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.719,0.9182,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
swing_bb_ma50,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
swing_bb_ma50,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
swing_bb_ma50,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
swing_bb_ma50,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.497,1.0324,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_rsi_reversion_codex,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_rsi_reversion_codex,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_rsi_reversion_codex,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.026,1.2632,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_rsi_reversion_codex,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_rsi_reversion_codex,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_rsi_reversion_codex,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.467,1.3704,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_rsi_reversion_codex,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_rsi_reversion_codex,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_rsi_reversion_codex,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.192,0.991,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_rsi_reversion_codex,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_rsi_reversion_codex,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_rsi_reversion_codex,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.03,0.9937,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_rsi_reversion_codex,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-0.4309,1.1905,1,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_rsi_reversion_codex,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_rsi_reversion_codex,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_rsi_reversion_codex,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
breakout_guarded_codex,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.643,0.8235,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
breakout_guarded_codex,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
breakout_guarded_codex,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
breakout_guarded_codex,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
breakout_guarded_codex,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
breakout_guarded_codex,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.745,1.7647,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
breakout_guarded_codex,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
breakout_guarded_codex,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
breakout_guarded_codex,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
breakout_guarded_codex,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
breakout_guarded_codex,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.635,0.7462,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
