template,asset,regime,regime_label,regime_start,regime_end,candle_count,return_percent,max_drawdown_percent,trade_count,first_iso,last_iso,insufficient_data
adaptive_profit_ladder_claude,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
adaptive_profit_ladder_claude,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
adaptive_profit_ladder_claude,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.718,3.6418,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
adaptive_profit_ladder_claude,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-1.8477,4.58,1,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
adaptive_profit_ladder_claude,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
adaptive_profit_ladder_claude,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
adaptive_profit_ladder_claude,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-1.583,1.7667,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_breakout_momentum_claude,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_breakout_momentum_claude,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_breakout_momentum_claude,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-2.074,3.7005,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_breakout_momentum_claude,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_breakout_momentum_claude,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_breakout_momentum_claude,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-1.59,1.8638,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_breakout_momentum_claude,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_breakout_momentum_claude,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_breakout_momentum_claude,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-2.604,3.3712,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_breakout_momentum_claude,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_breakout_momentum_claude,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_breakout_momentum_claude,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-1.905,4.0626,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
bb_breakout_momentum_claude,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
bb_breakout_momentum_claude,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
bb_breakout_momentum_claude,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
bb_breakout_momentum_claude,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-1.025,2.6364,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
golden_cross_dual_ma_claude,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.457,0.457,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
golden_cross_dual_ma_claude,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-2.618,5.8847,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
golden_cross_dual_ma_claude,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-2.367,4.8578,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
golden_cross_dual_ma_claude,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.293,3.2351,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
golden_cross_dual_ma_claude,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
golden_cross_dual_ma_claude,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
golden_cross_dual_ma_claude,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
trend_pyramid_claude,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.453,0.453,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
trend_pyramid_claude,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
trend_pyramid_claude,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
trend_pyramid_claude,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
trend_pyramid_claude,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
trend_pyramid_claude,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.679,3.1542,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
trend_pyramid_claude,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
trend_pyramid_claude,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
trend_pyramid_claude,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
trend_pyramid_claude,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
trend_pyramid_claude,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.808,1.1392,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
trend_pyramid_claude,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
trend_pyramid_claude,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
trend_pyramid_claude,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
trend_pyramid_claude,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
trend_pyramid_claude,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,0.059,1.8491,3,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
trend_pyramid_claude,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
trend_pyramid_claude,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
trend_pyramid_claude,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
trend_pyramid_claude,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
trend_pyramid_claude,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-0.146,0.146,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
trend_pyramid_claude,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
trend_pyramid_claude,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
trend_pyramid_claude,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
trend_pyramid_claude,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,BTC,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,14.88,4.4294,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
triple_confirmation_dip_claude,BTC,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-10.6797,11.1822,1,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,BTC,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
triple_confirmation_dip_claude,BTC,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
triple_confirmation_dip_claude,BTC,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,ETH,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-3.839,3.839,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
triple_confirmation_dip_claude,ETH,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,ETH,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
triple_confirmation_dip_claude,ETH,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
triple_confirmation_dip_claude,ETH,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,XRP,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,16.497,9.9672,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
triple_confirmation_dip_claude,XRP,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-11.5806,13.0346,1,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,XRP,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
triple_confirmation_dip_claude,XRP,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
triple_confirmation_dip_claude,XRP,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,BNB,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,-4.592,9.2286,2,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
triple_confirmation_dip_claude,BNB,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,0.0,0.0,0,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,BNB,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
triple_confirmation_dip_claude,BNB,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
triple_confirmation_dip_claude,BNB,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,PAXG,btc_bull_2020_2021,BTC bull (covid bottom → ATH),2020-04-01,2021-11-09,4479,1.244,1.0938,1,2021-05-07T03:00:00+00:00,2021-11-09T23:00:00+00:00,False
triple_confirmation_dip_claude,PAXG,btc_bear_2022,BTC bear (ATH → 16k),2021-11-10,2022-12-31,10008,-4.9949,9.7124,1,2021-11-10T00:00:00+00:00,2022-12-31T23:00:00+00:00,False
triple_confirmation_dip_claude,PAXG,btc_range_2023,BTC range (16k–30k consolidation),2023-01-01,2023-09-30,6551,0.0,0.0,0,2023-01-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,False
triple_confirmation_dip_claude,PAXG,btc_high_vol_2024,BTC high-vol (ETF approval shock),2024-01-01,2024-04-30,2904,0.0,0.0,0,2024-01-01T00:00:00+00:00,2024-04-30T23:00:00+00:00,False
triple_confirmation_dip_claude,PAXG,btc_low_vol_2023h2,BTC low-vol (slow climb),2023-09-01,2023-12-31,2928,0.0,0.0,0,2023-09-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,False
